#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
193485	856062	851482	36135	31984	YPL045W	YDL077C	VPS16	VAM6	CVT15|SVL6|VAM9|VPT16|tethering complex subunit VPS16|L000002471|L000003119|L000004766|S000029128	CVT4|VPL18|VPL22|VPS39|L000003935	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03308	-	NP_015280	Q07468	-	NP_010206	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193486	856062	851112	36135	31655	YPL045W	YLR396C	VPS16	VPS33	CVT15|SVL6|VAM9|VPT16|tethering complex subunit VPS16|L000002471|L000003119|L000004766|S000029128	CLS14|MET27|PEP14|SLP1|VAM5|VPL25|VPT33|tethering complex ATP-binding subunit VPS33|L000002475	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03308	-	NP_015280	P20795	-	NP_013500	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193487	856062	851653	36135	32136	YPL045W	YDR080W	VPS16	VPS41	CVT15|SVL6|VAM9|VPT16|tethering complex subunit VPS16|L000002471|L000003119|L000004766|S000029128	CVT8|FET2|SVL2|VAM2|VPL20|L000003512|L000004234	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03308	-	NP_015280	P38959	-	NP_010365	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193488	856062	851261	36135	31788	YPL045W	YAL002W	VPS16	VPS8	CVT15|SVL6|VAM9|VPT16|tethering complex subunit VPS16|L000002471|L000003119|L000004766|S000029128	FUN15|VPL8|VPT8|CORVET complex membrane-binding subunit VPS8|L000003013	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03308	-	NP_015280	P39702	-	NP_009399	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193489	856844	853409	36853	33717	YER107C	YJL041W	GLE2	NSP1	RAE1|RNA export factor GLE2|L000004084	FG-nucleoporin NSP1|L000001277	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40066	-	NP_011033	P14907	-	NP_012494	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193490	856844	855066	36853	35221	YER107C	YMR047C	GLE2	NUP116	RAE1|RNA export factor GLE2|L000004084	NSP116|FG-nucleoporin NUP116|L000001293	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40066	-	NP_011033	Q02630	-	NP_013762	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193491	856844	854691	36853	34876	YER107C	YIL115C	GLE2	NUP159	RAE1|RNA export factor GLE2|L000004084	NUP158|RAT7|FG-nucleoporin NUP159|L000002782	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40066	-	NP_011033	P40477	-	NP_012151	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193492	856844	853385	36853	33693	YER107C	YJL061W	GLE2	NUP82	RAE1|RNA export factor GLE2|L000004084	HRB187|linker nucleoporin NUP82|L000002941	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40066	-	NP_011033	P40368	-	NP_012474	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193493	850552	853409	31150	33717	YFR002W	YJL041W	NIC96	NSP1	linker nucleoporin NIC96|L000001250	FG-nucleoporin NSP1|L000001277	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P34077	-	NP_116657	P14907	-	NP_012494	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193494	850552	853410	31150	33718	YFR002W	YJL039C	NIC96	NUP192	linker nucleoporin NIC96|L000001250	S000007465	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P34077	-	NP_116657	P47054	-	NP_012495	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193495	850552	853016	31150	33364	YFR002W	YGR119C	NIC96	NUP57	linker nucleoporin NIC96|L000001250	FG-nucleoporin NUP57|L000002619	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P34077	-	NP_116657	P48837	-	NP_011634	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193496	850552	850636	31150	31229	YFR002W	YLL024C	NIC96	SSA2	linker nucleoporin NIC96|L000001250	YG102|Hsp70 family chaperone SSA2|L000002070	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P34077	-	NP_116657	P10592	-	NP_013076	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193497	853016	853409	33364	33717	YGR119C	YJL041W	NUP57	NSP1	FG-nucleoporin NUP57|L000002619	FG-nucleoporin NSP1|L000001277	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P48837	-	NP_011634	P14907	-	NP_012494	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193498	853016	850636	33364	31229	YGR119C	YLL024C	NUP57	SSA2	FG-nucleoporin NUP57|L000002619	YG102|Hsp70 family chaperone SSA2|L000002070	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P48837	-	NP_011634	P10592	-	NP_013076	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193499	854691	853409	34876	33717	YIL115C	YJL041W	NUP159	NSP1	NUP158|RAT7|FG-nucleoporin NUP159|L000002782	FG-nucleoporin NSP1|L000001277	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40477	-	NP_012151	P14907	-	NP_012494	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193500	854691	853385	34876	33693	YIL115C	YJL061W	NUP159	NUP82	NUP158|RAT7|FG-nucleoporin NUP159|L000002782	HRB187|linker nucleoporin NUP82|L000002941	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40477	-	NP_012151	P40368	-	NP_012474	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193501	854691	850636	34876	31229	YIL115C	YLL024C	NUP159	SSA2	NUP158|RAT7|FG-nucleoporin NUP159|L000002782	YG102|Hsp70 family chaperone SSA2|L000002070	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40477	-	NP_012151	P10592	-	NP_013076	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193502	853410	850636	33718	31229	YJL039C	YLL024C	NUP192	SSA2	S000007465	YG102|Hsp70 family chaperone SSA2|L000002070	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P47054	-	NP_012495	P10592	-	NP_013076	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193503	853409	851694	33717	32172	YJL041W	YDR116C	NSP1	MRPL1	FG-nucleoporin NSP1|L000001277	mitochondrial 54S ribosomal protein MRPL1	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P14907	-	NP_012494	Q04599	-	NP_010401	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193504	853409	851022	33717	31577	YJL041W	YLR312W-A	NSP1	MRPL15	FG-nucleoporin NSP1|L000001277	mitochondrial 54S ribosomal protein YmL15|YmL15|L000002688	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P14907	-	NP_012494	P36523	-	NP_013416	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193505	853409	855231	33717	35371	YJL041W	YMR193W	NSP1	MRPL24	FG-nucleoporin NSP1|L000001277	mitochondrial 54S ribosomal protein YmL24/YmL14|YmL14|YmL24|MRPL14|L000002690	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P14907	-	NP_012494	P36525	-	NP_013918	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193506	853409	855039	33717	35196	YJL041W	YMR024W	NSP1	MRPL3	FG-nucleoporin NSP1|L000001277	mitochondrial 54S ribosomal protein YmL3|YmL3|L000002683	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P14907	-	NP_012494	P36516	-	NP_013737	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193507	853409	851921	33717	32379	YJL041W	YDR322W	NSP1	MRPL35	FG-nucleoporin NSP1|L000001277	mitochondrial 54S ribosomal protein YmL35|YmL35|L000002694	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P14907	-	NP_012494	Q06678	-	NP_010608	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193508	853409	853382	33717	33690	YJL041W	YJL063C	NSP1	MRPL8	FG-nucleoporin NSP1|L000001277	HRD238|mitochondrial 54S ribosomal protein YmL8|YmL8|L000001162|L000002524	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P14907	-	NP_012494	P22353	-	NP_012472	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193509	853409	850552	33717	31150	YJL041W	YFR002W	NSP1	NIC96	FG-nucleoporin NSP1|L000001277	linker nucleoporin NIC96|L000001250	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P14907	-	NP_012494	P34077	-	NP_116657	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193510	853409	854691	33717	34876	YJL041W	YIL115C	NSP1	NUP159	FG-nucleoporin NSP1|L000001277	NUP158|RAT7|FG-nucleoporin NUP159|L000002782	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P14907	-	NP_012494	P40477	-	NP_012151	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193511	853409	853385	33717	33693	YJL041W	YJL061W	NSP1	NUP82	FG-nucleoporin NSP1|L000001277	HRB187|linker nucleoporin NUP82|L000002941	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P14907	-	NP_012494	P40368	-	NP_012474	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193512	853409	850636	33717	31229	YJL041W	YLL024C	NSP1	SSA2	FG-nucleoporin NSP1|L000001277	YG102|Hsp70 family chaperone SSA2|L000002070	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P14907	-	NP_012494	P10592	-	NP_013076	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193513	853385	853409	33693	33717	YJL061W	YJL041W	NUP82	NSP1	HRB187|linker nucleoporin NUP82|L000002941	FG-nucleoporin NSP1|L000001277	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40368	-	NP_012474	P14907	-	NP_012494	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193514	853385	854691	33693	34876	YJL061W	YIL115C	NUP82	NUP159	HRB187|linker nucleoporin NUP82|L000002941	NUP158|RAT7|FG-nucleoporin NUP159|L000002782	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40368	-	NP_012474	P40477	-	NP_012151	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193515	855066	856844	35221	36853	YMR047C	YER107C	NUP116	GLE2	NSP116|FG-nucleoporin NUP116|L000001293	RAE1|RNA export factor GLE2|L000004084	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q02630	-	NP_013762	P40066	-	NP_011033	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193516	855066	853409	35221	33717	YMR047C	YJL041W	NUP116	NSP1	NSP116|FG-nucleoporin NUP116|L000001293	FG-nucleoporin NSP1|L000001277	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q02630	-	NP_013762	P14907	-	NP_012494	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193517	855066	853385	35221	33693	YMR047C	YJL061W	NUP116	NUP82	NSP116|FG-nucleoporin NUP116|L000001293	HRB187|linker nucleoporin NUP82|L000002941	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q02630	-	NP_013762	P40368	-	NP_012474	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193518	855066	850636	35221	31229	YMR047C	YLL024C	NUP116	SSA2	NSP116|FG-nucleoporin NUP116|L000001293	YG102|Hsp70 family chaperone SSA2|L000002070	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q02630	-	NP_013762	P10592	-	NP_013076	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193519	856725	854939	36738	35103	YER007C-A	YML063W	TMA20	RPS1B	RBF20	PLC2|RP10B|ribosomal 40S subunit protein S1B|S1e|S1B|L000001665	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P89886	-	NP_010923	P23248	-	NP_013648	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193520	856725	855543	36738	35653	YER007C-A	YNL178W	TMA20	RPS3	RBF20	SUF14|ribosomal 40S subunit protein S3|rp13|YS3|S3|L000002161|L000001749	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P89886	-	NP_010923	P05750	-	NP_014221	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193521	856725	853610	36738	33901	YER007C-A	YJR145C	TMA20	RPS4A	RBF20	ribosomal 40S subunit protein S4A|S4e|rp5|YS6|S7A|S4A|L000001751	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P89886	-	NP_010923	P0CX36|P0CX35	-	NP_012679	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193522	856725	852206	36738	32629	YER007C-A	YBL072C	TMA20	RPS8A	RBF20	ribosomal 40S subunit protein S8A|S8e|rp19|YS9|S8A|S14A|L000001752|L000001753	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P89886	-	NP_010923	P0CX40|P0CX39	-	NP_009481	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193523	856725	853840	36738	34103	YER007C-A	YKL028W	TMA20	TFA1	RBF20	L000002595	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P89886	-	NP_010923	P36100	-	NP_012897	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193524	856725	853471	36738	33770	YER007C-A	YJR014W	TMA20	TMA22	RBF20	RBF22	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P89886	-	NP_010923	P47089	-	NP_012548	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193525	853471	851162	33770	31700	YJR014W	YLR441C	TMA22	RPS1A	RBF22	RP10A|ribosomal 40S subunit protein S1A|S1e|S1A|L000001664	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P47089	-	NP_012548	P33442	-	NP_013546	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193526	853471	856725	33770	36738	YJR014W	YER007C-A	TMA22	TMA20	RBF22	RBF20	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P47089	-	NP_012548	P89886	-	NP_010923	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193527	855669	853610	35766	33901	YNL055C	YJR145C	POR1	RPS4A	OMP2|porin POR1|VDAC|YVDAC1|L000001302	ribosomal 40S subunit protein S4A|S4e|rp5|YS6|S7A|S4A|L000001751	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P04840	-	NP_014343	P0CX36|P0CX35	-	NP_012679	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193528	855669	852206	35766	32629	YNL055C	YBL072C	POR1	RPS8A	OMP2|porin POR1|VDAC|YVDAC1|L000001302	ribosomal 40S subunit protein S8A|S8e|rp19|YS9|S8A|S14A|L000001752|L000001753	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P04840	-	NP_014343	P0CX40|P0CX39	-	NP_009481	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193529	851678	851052	32159	31602	YDR101C	YLR340W	ARX1	RPP0	-	RPL10E|ribosomal protein P0|P0|L10E|A0|L000002669	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q03862	-	NP_010386	P05317	-	NP_013444	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193530	853922	855646	34179	35745	YKR048C	YNL078W	NAP1	NIS1	histone chaperone NAP1|L000001232	JIP1	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P25293	-	NP_012974	P53939	-	NP_014321	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193531	853922	853503	34179	33797	YKR048C	YJR045C	NAP1	SSC1	histone chaperone NAP1|L000001232	ENS1|Hsp70 family ATPase SSC1|mtHSP70|L000000561	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P25293	-	NP_012974	P0CS90	-	NP_012579	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193532	853922	854084	34179	34331	YKR048C	YOL070C	NAP1	NBA1	histone chaperone NAP1|L000001232	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P25293	-	NP_012974	Q08229	-	NP_014571	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193533	855646	853922	35745	34179	YNL078W	YKR048C	NIS1	NAP1	JIP1	histone chaperone NAP1|L000001232	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P53939	-	NP_014321	P25293	-	NP_012974	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193534	855646	853503	35745	33797	YNL078W	YJR045C	NIS1	SSC1	JIP1	ENS1|Hsp70 family ATPase SSC1|mtHSP70|L000000561	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P53939	-	NP_014321	P0CS90	-	NP_012579	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193535	855646	854084	35745	34331	YNL078W	YOL070C	NIS1	NBA1	JIP1	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P53939	-	NP_014321	Q08229	-	NP_014571	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193536	851458	852202	31962	32626	YDL100C	YBL076C	GET3	ILS1	ARR4|guanine nucleotide exchange factor GET3	isoleucine--tRNA ligase ILS1|L000000856	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12154	-	NP_010183	P09436	-	NP_009477	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193537	856412	852202	36448	32626	YHR019C	YBL076C	DED81	ILS1	asparagine--tRNA ligase DED81|L000002734	isoleucine--tRNA ligase ILS1|L000000856	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38707	-	NP_011883	P09436	-	NP_009477	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193538	856848	853071	36857	33414	YER112W	YGR162W	LSM4	TIF4631	SDB23|USS1|L000002447	eiF4G1|L000002309	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40070	-	NP_011037	P39935	-	NP_011678	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193539	851564	856924	32054	36930	YDR001C	YER177W	NTH1	BMH1	alpha,alpha-trehalase NTH1|L000001280	APR6|14-3-3 family protein BMH1|L000000185	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32356	-	NP_010284	P29311	-	NP_011104	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193540	851564	851676	32054	32157	YDR001C	YDR099W	NTH1	BMH2	alpha,alpha-trehalase NTH1|L000001280	SCD3|14-3-3 family protein BMH2|L000000186	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32356	-	NP_010284	P34730	-	NP_010384	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193541	851564	855636	32054	35735	YDR001C	YNL088W	NTH1	TOP2	alpha,alpha-trehalase NTH1|L000001280	TOR3|TRF3|DNA topoisomerase 2|L000002320	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32356	-	NP_010284	P06786	-	NP_014311	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193542	851634	856924	32117	36930	YDR062W	YER177W	LCB2	BMH1	SCS1|TSC1|serine C-palmitoyltransferase LCB2|L000001819	APR6|14-3-3 family protein BMH1|L000000185	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40970	-	NP_010347	P29311	-	NP_011104	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193543	851641	855636	32124	35735	YDR069C	YNL088W	DOA4	TOP2	DOS1|MUT4|NPI2|SSV7|UBP4|L000000514	TOR3|TRF3|DNA topoisomerase 2|L000002320	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32571	-	NP_010354	P06786	-	NP_014311	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193544	851676	851564	32157	32054	YDR099W	YDR001C	BMH2	NTH1	SCD3|14-3-3 family protein BMH2|L000000186	alpha,alpha-trehalase NTH1|L000001280	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P34730	-	NP_010384	P32356	-	NP_010284	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193545	851676	851216	32157	31749	YDR099W	YAL017W	BMH2	PSK1	SCD3|14-3-3 family protein BMH2|L000000186	FUN31|serine/threonine protein kinase PSK1|L000000646	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P34730	-	NP_010384	P31374	-	NP_009385	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
193546	852640	852665	33027	33049	YGL252C	YGL207W	RTG2	SPT16	L000001784	CDC68|SSF1|chromatin-remodeling protein SPT16|L000002038	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P32608	-	NP_011262	P32558	-	NP_011308	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
